
F1 score - std,0.00005
Train time,0.133474
Test time,0.021226
Best Parameters,"{'max_depth': 5, 'lambda': 0.354, 'alpha': 0.132, 'eta': 0.054, 'verbosity': 1, 'nthread': 4, 'objective': 'binary:logistic', 'eval_metric': 'auc'}"
Train energy,2538592.000000
Test energy,318468.400000

Timestamp,2024-06-05 19:39:00.302207
Model Name,RandomForest
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,4
Number of GPUs,
Log Loss - mean,0.29993
Log Loss - std,0.00646
AUC - mean,0.91771
AUC - std,0.00467
Accuracy - mean,0.86103
Accuracy - std,0.00566
F1 score - mean,0.86103
F1 score - std,0.00566
Train time,1.583949
Test time,0.062450
Best Parameters,"{'max_depth': 12, 'n_estimators': 85}"
Train energy,29872921.400000
Test energy,1689851.600000

Timestamp,2024-06-05 19:39:01.152814
Model Name,LightGBM
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,4
Number of GPUs,
MSE - mean,1.01970
MSE - std,0.03027
R2 - mean,0.23398
R2 - std,0.00411
Train time,0.055922
Test time,0.003731
Best Parameters,"{'num_leaves': 34, 'lambda_l2': 0.0013, 'lambda_l1': 2.6e-05, 'learning_rate': 0.071, 'verbosity': -1, 'num_threads': 4, 'objective': 'regression', 'metric': 'mse'}"
Train energy,885752.000000
Test energy,49548.400000


Timestamp,2024-06-05 19:39:01.616972
Model Name,KNN
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,4
Number of GPUs,
Log Loss - mean,0.46162
Log Loss - std,0.03060
AUC - mean,0.86374
AUC - std,0.00539
Accuracy - mean,0.82279
Accuracy - std,0.00486
F1 score - mean,0.82279
F1 score - std,0.00486
Train time,0.026837
Test time,2.616857
Best Parameters,{'n_neighbors': 25}
Train energy,1907807.800000
Test energy,51013150.800000

Timestamp,2024-06-05 19:39:02.440792
Model Name,LinearModel
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,4
Number of GPUs,
Log Loss - mean,0.38448
Log Loss - std,0.00561
AUC - mean,0.85322
AUC - std,0.00438
Accuracy - mean,0.82405
Accuracy - std,0.00302
F1 score - mean,0.82405
F1 score - std,0.00302
Train time,0.022938
Test time,0.005303
Best Parameters,{}
Train energy,62749851.600000
Test energy,615586.800000

Timestamp,2024-06-05 19:39:03.237004
Model Name,RandomForest
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,4
Number of GPUs,
MSE - mean,0.29811
MSE - std,0.01728
R2 - mean,0.77597
R2 - std,0.01287
Train time,0.719594
Test time,0.005642
Best Parameters,"{'max_depth': 12, 'n_estimators': 7}"
Train energy,14557348.200000
Test energy,754429.000000

Timestamp,2024-06-05 19:39:04.288689
Model Name,LinearModel
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,4
Number of GPUs,
MSE - mean,0.52853
MSE - std,0.01788
R2 - mean,0.60292
R2 - std,0.00885
Train time,0.003810
Test time,0.000329
Best Parameters,{}
Train energy,568760.600000
Test energy,13208.000000

Timestamp,2024-06-05 19:39:04.457156
Model Name,KNN
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,4
Number of GPUs,
MSE - mean,0.42234
MSE - std,0.02171
R2 - mean,0.68287
R2 - std,0.00939
Train time,0.013515
Test time,0.714714
Best Parameters,{'n_neighbors': 11}
Train energy,964816.600000
Test energy,13833448.800000


Timestamp,2024-06-05 19:39:14.115604
Model Name,LightGBM
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,4
Number of GPUs,
Log Loss - mean,1.01863
Log Loss - std,0.00050
AUC - mean,0.94585
AUC - std,0.00092
Accuracy - mean,0.51061
Accuracy - std,0.00819
F1 score - mean,0.36806
F1 score - std,0.01672
Train time,3.489456
Test time,0.399635
Best Parameters,"{'num_leaves': 56, 'lambda_l2': 0.168, 'lambda_l1': 1.8e-07, 'learning_rate': 0.0318, 'verbosity': -1, 'num_threads': 4, 'objective': 'multiclass', 'num_class': 7, 'metric': 'multiclass'}"
Train energy,66658545.000000
Test energy,6309090.400000

Timestamp,2024-06-05 19:39:17.925188
Model Name,XGBoost
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,4
Number of GPUs,
Log Loss - mean,1.40157
Log Loss - std,0.00055
AUC - mean,0.97739
AUC - std,0.00065
Accuracy - mean,0.86868
Accuracy - std,0.00081
F1 score - mean,0.86713
F1 score - std,0.00078
Train time,5.789923
Test time,0.487390
Best Parameters,"{'max_depth': 12, 'lambda': 0.164, 'alpha': 0.737, 'eta': 0.096, 'verbosity': 1, 'nthread': 4, 'objective': 'multi:softprob', 'num_class': 7, 'eval_metric': 'mlogloss'}"
Train energy,119413439.200000
Test energy,8143326.400000

Timestamp,2024-06-05 19:39:41.390700
Model Name,ModelTree
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,4
Number of GPUs,
Log Loss - mean,0.31373
Log Loss - std,0.00713
AUC - mean,0.90782
AUC - std,0.00481
Accuracy - mean,0.85129
Accuracy - std,0.00498
F1 score - mean,0.85129
F1 score - std,0.00498
Train time,0.032368
Test time,0.025663
Best Parameters,"{'criterion': 'gradient-renorm-z', 'max_depth': 3}"
Train energy,-51575536557.599998
Test energy,6074801.400000

Timestamp,2024-06-05 19:39:45.048194
Model Name,RandomForest
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,4
Number of GPUs,
Log Loss - mean,0.56965
Log Loss - std,0.00528
AUC - mean,0.96181
AUC - std,0.00092
Accuracy - mean,0.78244
Accuracy - std,0.00206
F1 score - mean,0.77371
F1 score - std,0.00198
Train time,26.234087
Test time,0.381325
Best Parameters,"{'max_depth': 12, 'n_estimators': 48}"
Train energy,478565449.800000
Test energy,7670109.600000

Timestamp,2024-06-05 19:39:53.255153
Model Name,KNN
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,4
Number of GPUs,
Log Loss - mean,0.81580
Log Loss - std,0.00890
AUC - mean,0.90055
AUC - std,0.00319
Accuracy - mean,0.69897
Accuracy - std,0.00392
F1 score - mean,0.68494
F1 score - std,0.00349
Train time,0.024871
Test time,8.417232
Best Parameters,{'n_neighbors': 41}
Train energy,1733467.400000
Test energy,588698444.000000

Timestamp,2024-06-05 19:39:58.021430
Model Name,ModelTree
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,4
Number of GPUs,
MSE - mean,0.38725
MSE - std,0.05935
R2 - mean,0.70846
R2 - std,0.04882
Train time,0.014151
Test time,0.009497
Best Parameters,"{'criterion': 'gradient-renorm-z', 'max_depth': 3}"
Train energy,388351081.000000
Test energy,2462285.800000

Timestamp,2024-06-05 19:40:07.101179
Model Name,LinearModel
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,4
Number of GPUs,
Log Loss - mean,0.62992
Log Loss - std,0.00084
AUC - mean,0.92819
AUC - std,0.00027
Accuracy - mean,0.72426
Accuracy - std,0.00057
F1 score - mean,0.71407
F1 score - std,0.00049
Train time,0.163984
Test time,0.032033
Best Parameters,{}
Train energy,968949997.600000
Test energy,3033610.200000


Timestamp,2024-06-05 19:55:27.884039
Model Name,SVM
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,4
Number of GPUs,
Log Loss - mean,0.40100
Log Loss - std,0.00977
AUC - mean,0.84869
AUC - std,0.00544
Accuracy - mean,0.82316
Accuracy - std,0.00622
F1 score - mean,0.82316
F1 score - std,0.00622
Train time,0.104359
Test time,0.034705
Best Parameters,"{'C': 0.1, 'kernel': 'linear', 'degree': 3, 'gamma': 'scale', 'coef0': 0.0, 'shrinking': True, 'probability': False, 'tol': 0.01, 'cache_size': 200, 'class_weight': 'None', 'max_iter': 1000, 'decision_function_shape': 'ovr', 'break_ties': False, 'random_state': 221}"
Train energy,14498291155.799999
Test energy,827125653.200000

Timestamp,2024-06-05 19:57:50.333735
Model Name,SVM
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,4
Number of GPUs,
MSE - mean,0.40244
MSE - std,0.02032
R2 - mean,0.69780
R2 - std,0.00861
Train time,0.022775
Test time,0.011318
Best Parameters,"{'C': 0.1, 'kernel': 'linear', 'degree': 3, 'gamma': 'scale', 'coef0': 0.0, 'shrinking': True, 'probability': False, 'tol': 0.01, 'cache_size': 200, 'class_weight': 'None', 'max_iter': 1000, 'decision_function_shape': 'ovr', 'break_ties': False, 'random_state': 221}"
Train energy,1606029226.200000
Test energy,546936246.000000

Timestamp,2024-06-05 20:21:08.668819
Model Name,XGBoost
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,5
Number of GPUs,
Log Loss - mean,0.49846
Log Loss - std,0.00107
AUC - mean,0.88848
AUC - std,0.00497
Accuracy - mean,0.75919
Accuracy - std,0.00005
F1 score - mean,0.75919
F1 score - std,0.00005
Train time,0.162134
Test time,0.026727
Best Parameters,"{'max_depth': 5, 'lambda': 0.354, 'alpha': 0.132, 'eta': 0.054, 'verbosity': 1, 'nthread': 5, 'objective': 'binary:logistic', 'eval_metric': 'auc'}"
Train energy,2914848.600000
Test energy,391869.000000

Timestamp,2024-06-05 20:21:08.671244
Model Name,LightGBM
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,5
Number of GPUs,
Log Loss - mean,0.52383
Log Loss - std,0.00407
AUC - mean,0.89814
AUC - std,0.00399t
Accuracy - mean,0.75919
Accuracy - std,0.00005
F1 score - mean,0.75919
F1 score - std,0.00005
Train time,0.193246
Test time,0.022889
Best Parameters,"{'num_leaves': 24, 'lambda_l2': 0.00015, 'lambda_l1': 6.1e-05, 'learning_rate': 0.024, 'verbosity': -1, 'num_threads': 5, 'objective': 'binary', 'metric': 'auc'}"
Train energy,3216105.000000
Test energy,322972.600000

Timestamp,2024-06-05 20:21:09.633920
Model Name,RandomForest
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,5
Number of GPUs,
Log Loss - mean,0.29996
Log Loss - std,0.00662
AUC - mean,0.91774
AUC - std,0.00477
Accuracy - mean,0.86118
Accuracy - std,0.00471
F1 score - mean,0.86118
F1 score - std,0.00471
Train time,1.567208
Test time,0.062295
Best Parameters,"{'max_depth': 12, 'n_estimators': 85}"
Train energy,29768087.600000
Test energy,1913935.400000

Timestamp,2024-06-05 20:21:11.041695
Model Name,LightGBM
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,5
Number of GPUs,
MSE - mean,1.01970
MSE - std,0.03027
R2 - mean,0.23398
R2 - std,0.00411
Train time,0.069238
Test time,0.004639
Best Parameters,"{'num_leaves': 34, 'lambda_l2': 0.0013, 'lambda_l1': 2.6e-05, 'learning_rate': 0.071, 'verbosity': -1, 'num_threads': 5, 'objective': 'regression', 'metric': 'mse'}"
Train energy,1087961.000000
Test energy,56836.000000

Timestamp,2024-06-05 20:21:11.747781
Model Name,KNN
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,5
Number of GPUs,
Log Loss - mean,0.48921
Log Loss - std,0.02321
AUC - mean,0.86349
AUC - std,0.00467
Accuracy - mean,0.82197
Accuracy - std,0.00492
F1 score - mean,0.82197
F1 score - std,0.00492
Train time,0.027004
Test time,3.516673
Best Parameters,{'n_neighbors': 25}
Train energy,1746248.000000
Test energy,50221673.200000

Timestamp,2024-06-05 20:21:11.797201
Model Name,LinearModel
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,5
Number of GPUs,
Log Loss - mean,0.38448
Log Loss - std,0.00555
AUC - mean,0.85324
AUC - std,0.00434
Accuracy - mean,0.82439
Accuracy - std,0.00314
F1 score - mean,0.82439
F1 score - std,0.00314
Train time,0.024319
Test time,0.005299
Best Parameters,{}
Train energy,55148137.400000
Test energy,550535.800000

Timestamp,2024-06-05 20:21:12.611345
Model Name,RandomForest
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,5
Number of GPUs,
MSE - mean,0.29547
MSE - std,0.01177
R2 - mean,0.77800
R2 - std,0.00735
Train time,0.742115
Test time,0.005708
Best Parameters,"{'max_depth': 12, 'n_estimators': 7}"
Train energy,14856468.600000
Test energy,808396.200000

Timestamp,2024-06-05 20:21:13.661721
Model Name,LinearModel
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,5
Number of GPUs,
MSE - mean,0.52853
MSE - std,0.01788
R2 - mean,0.60292
R2 - std,0.00885
Train time,0.003551
Test time,0.000291
Best Parameters,{}
Train energy,515745.400000
Test energy,0.000000

Timestamp,2024-06-05 20:21:14.572381
Model Name,KNN
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,5
Number of GPUs,
MSE - mean,0.42633
MSE - std,0.01892
R2 - mean,0.67980
R2 - std,0.00856
Train time,0.013555
Test time,0.907952
Best Parameters,{'n_neighbors': 11}
Train energy,885813.400000
Test energy,12407377.800000

Timestamp,2024-06-05 20:21:16.303024
Model Name,DecisionTree
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,5
Number of GPUs,
Log Loss - mean,0.31759
Log Loss - std,0.01303
AUC - mean,0.90990
AUC - std,0.00346
Accuracy - mean,0.85584
Accuracy - std,0.00502
F1 score - mean,0.85584
F1 score - std,0.00502
Train time,0.067325
Test time,0.020772
Best Parameters,{'max_depth': 8}
Train energy,27385037.200000
Test energy,2798698.800000

Timestamp,2024-06-05 20:21:20.383079
Model Name,DecisionTree
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,5
Number of GPUs,
MSE - mean,0.30402
MSE - std,0.01641
R2 - mean,0.77153
R2 - std,0.01220
Train time,0.013737
Test time,0.005425
Best Parameters,{'max_depth': 10}
Train energy,27154545.000000
Test energy,652134.400000

Timestamp,2024-06-05 20:21:23.621609
Model Name,LightGBM
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,5
Number of GPUs,
Log Loss - mean,1.01863
Log Loss - std,0.00050
AUC - mean,0.94585
AUC - std,0.00092
Accuracy - mean,0.51061
Accuracy - std,0.00819
F1 score - mean,0.36806
F1 score - std,0.01672
Train time,3.911549
Test time,0.505685
Best Parameters,"{'num_leaves': 56, 'lambda_l2': 0.168, 'lambda_l1': 1.8e-07, 'learning_rate': 0.0318, 'verbosity': -1, 'num_threads': 5, 'objective': 'multiclass', 'num_class': 7, 'metric': 'multiclass'}"
Train energy,75186453.400000
Test energy,7856901.000000

Timestamp,2024-06-05 20:21:26.569428
Model Name,XGBoost
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,5
Number of GPUs,
Log Loss - mean,1.40157
Log Loss - std,0.00055
AUC - mean,0.97739
AUC - std,0.00065
Accuracy - mean,0.86868
Accuracy - std,0.00081
F1 score - mean,0.86713
F1 score - std,0.00078
Train time,5.907590
Test time,0.572483
Best Parameters,"{'max_depth': 12, 'lambda': 0.164, 'alpha': 0.737, 'eta': 0.096, 'verbosity': 1, 'nthread': 5, 'objective': 'multi:softprob', 'num_class': 7, 'eval_metric': 'mlogloss'}"
Train energy,113016397.400000
Test energy,8446072.400000

Timestamp,2024-06-05 20:21:40.081536
Model Name,ModelTree
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,5
Number of GPUs,
Log Loss - mean,0.31354
Log Loss - std,0.00687
AUC - mean,0.90792
AUC - std,0.00472
Accuracy - mean,0.85160
Accuracy - std,0.00575
F1 score - mean,0.85160
F1 score - std,0.00575
Train time,0.034110
Test time,0.028758
Best Parameters,"{'criterion': 'gradient-renorm-z', 'max_depth': 3}"
Train energy,607426826.200000
Test energy,4316383.000000

Timestamp,2024-06-05 20:21:48.716210
Model Name,RandomForest
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,5
Number of GPUs,
Log Loss - mean,0.57281
Log Loss - std,0.00391
AUC - mean,0.96178
AUC - std,0.00063
Accuracy - mean,0.78101
Accuracy - std,0.00233
F1 score - mean,0.77198
F1 score - std,0.00279
Train time,27.150655
Test time,0.380530
Best Parameters,"{'max_depth': 12, 'n_estimators': 48}"
Train energy,442984657.000000
Test energy,6906183.600000

Timestamp,2024-06-05 20:21:52.146057
Model Name,ModelTree
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,5
Number of GPUs,
MSE - mean,0.41367
MSE - std,0.10795
R2 - mean,0.68801
R2 - std,0.08729
Train time,0.016819
Test time,0.010265
Best Parameters,"{'criterion': 'gradient-renorm-z', 'max_depth': 3}"
Train energy,278373018.000000
Test energy,3459671.200000

Timestamp,2024-06-05 20:22:00.173035
Model Name,DecisionTree
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,5
Number of GPUs,
Log Loss - mean,0.48513
Log Loss - std,0.00131
AUC - mean,0.96219
AUC - std,0.00080
Accuracy - mean,0.81235
Accuracy - std,0.00100
F1 score - mean,0.80734
F1 score - std,0.00107
Train time,0.173214
Test time,0.064395
Best Parameters,{'max_depth': 11}
Train energy,471649488.600000
Test energy,20667854.800000

Timestamp,2024-06-05 20:22:03.471893
Model Name,KNN
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,5
Number of GPUs,
Log Loss - mean,0.81306
Log Loss - std,0.01344
AUC - mean,0.90038
AUC - std,0.00251
Accuracy - mean,0.70343
Accuracy - std,0.00245
F1 score - mean,0.68958
F1 score - std,0.00308
Train time,0.024907
Test time,8.444113
Best Parameters,{'n_neighbors': 41}
Train energy,1575142.400000
Test energy,536133600.600000


Timestamp,2024-06-05 21:10:37.800345
Model Name,SVM
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,5
Number of GPUs,
Log Loss - mean,0.40042
Log Loss - std,0.00800
AUC - mean,0.84877
AUC - std,0.00494
Accuracy - mean,0.82353
Accuracy - std,0.00619
F1 score - mean,0.82353
F1 score - std,0.00619
Train time,0.119062
Test time,0.033515
Best Parameters,"{'C': 0.1, 'kernel': 'linear', 'degree': 3, 'gamma': 'scale', 'coef0': 0.0, 'shrinking': True, 'probability': False, 'tol': 0.01, 'cache_size': 200, 'class_weight': 'None', 'max_iter': 1000, 'decision_function_shape': 'ovr', 'break_ties': False, 'random_state': 221}"
Train energy,9324390167.400000
Test energy,543425903.800000

Timestamp,2024-06-05 21:12:14.794854
Model Name,SVM
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,5
Number of GPUs,
MSE - mean,0.40283
MSE - std,0.02070
R2 - mean,0.69752
R2 - std,0.00891
Train time,0.023720
Test time,0.010863
Best Parameters,"{'C': 0.1, 'kernel': 'linear', 'degree': 3, 'gamma': 'scale', 'coef0': 0.0, 'shrinking': True, 'probability': False, 'tol': 0.01, 'cache_size': 200, 'class_weight': 'None', 'max_iter': 1000, 'decision_function_shape': 'ovr', 'break_ties': False, 'random_state': 221}"
Train energy,971238151.000000
Test energy,338727526.400000

Timestamp,2024-06-05 23:29:48.225945
Model Name,LightGBM
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,1
Number of GPUs,
Log Loss - mean,1.01863
Log Loss - std,0.00050
AUC - mean,0.94585
AUC - std,0.00092
Accuracy - mean,0.51061
Accuracy - std,0.00819
F1 score - mean,0.36806
F1 score - std,0.01672
Train time,2.536003
Test time,0.102544
Best Parameters,"{'num_leaves': 56, 'lambda_l2': 0.168, 'lambda_l1': 1.8e-07, 'learning_rate': 0.0318, 'verbosity': -1, 'num_threads': 1, 'objective': 'multiclass', 'num_class': 7, 'metric': 'multiclass'}"
Train energy,173373958.000000
Test energy,6984748.000000

Timestamp,2024-06-05 23:29:54.181166
Model Name,XGBoost
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,1
Number of GPUs,
Log Loss - mean,1.40157
Log Loss - std,0.00055
AUC - mean,0.97739
AUC - std,0.00065
Accuracy - mean,0.86868
Accuracy - std,0.00081
F1 score - mean,0.86713
F1 score - std,0.00078
Train time,3.588442
Test time,0.201267
Best Parameters,"{'max_depth': 12, 'lambda': 0.164, 'alpha': 0.737, 'eta': 0.096, 'verbosity': 1, 'nthread': 1, 'objective': 'multi:softprob', 'num_class': 7, 'eval_metric': 'mlogloss'}"
Train energy,254233028.200000
Test energy,14143481.800000

Timestamp,2024-06-05 23:29:58.631495
Model Name,RandomForest
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,1
Number of GPUs,
Log Loss - mean,0.57573
Log Loss - std,0.00680
AUC - mean,0.96154
AUC - std,0.00127
Accuracy - mean,0.78087
Accuracy - std,0.00312
F1 score - mean,0.77219
F1 score - std,0.00302
Train time,27.844856
Test time,0.380706
Best Parameters,"{'max_depth': 12, 'n_estimators': 48}"
Train energy,381818919.800000
Test energy,6043441.200000

Timestamp,2024-06-05 23:30:06.557002
Model Name,DecisionTree
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,1
Number of GPUs,
Log Loss - mean,0.48322
Log Loss - std,0.00444
AUC - mean,0.96237
AUC - std,0.00109
Accuracy - mean,0.81337
Accuracy - std,0.00191
F1 score - mean,0.80853
F1 score - std,0.00215
Train time,0.172229
Test time,0.071950
Best Parameters,{'max_depth': 11}
Train energy,463049998.800000
Test energy,18325917.600000

Timestamp,2024-06-05 23:30:15.106577
Model Name,KNN
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,1
Number of GPUs,
Log Loss - mean,0.81616
Log Loss - std,0.01152
AUC - mean,0.90186
AUC - std,0.00291
Accuracy - mean,0.70182
Accuracy - std,0.00247
F1 score - mean,0.68801
F1 score - std,0.00235
Train time,0.024839
Test time,8.339271
Best Parameters,{'n_neighbors': 41}
Train energy,1646309.400000
Test energy,554283456.200000

Timestamp,2024-06-05 23:30:49.440092
Model Name,LinearModel
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,1
Number of GPUs,
Log Loss - mean,0.62992
Log Loss - std,0.00084
AUC - mean,0.92819
AUC - std,0.00027
Accuracy - mean,0.72426
Accuracy - std,0.00057
F1 score - mean,0.71407
F1 score - std,0.00050
Train time,15.104501
Test time,0.030988
Best Parameters,{}
Train energy,1031544161.200000
Test energy,2127753.200000

Timestamp,2024-06-05 23:34:29.748526
Model Name,DecisionTree
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,2
Number of GPUs,
Log Loss - mean,0.31752
Log Loss - std,0.01470
AUC - mean,0.91067
AUC - std,0.00374
Accuracy - mean,0.85667
Accuracy - std,0.00538
F1 score - mean,0.85667
F1 score - std,0.00538
Train time,0.079402
Test time,0.023534
Best Parameters,{'max_depth': 8}
Train energy,29947530.600000
Test energy,2643254.800000

Timestamp,2024-06-05 23:34:36.069975
Model Name,DecisionTree
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,2
Number of GPUs,
MSE - mean,0.30526
MSE - std,0.01363
R2 - mean,0.77068
R2 - std,0.00803
Train time,0.864640
Test time,0.005661
Best Parameters,{'max_depth': 10}
Train energy,61899390.000000
Test energy,410509.400000

Timestamp,2024-06-05 23:35:14.276172
Model Name,DecisionTree
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,2
Number of GPUs,
Log Loss - mean,0.48464
Log Loss - std,0.00517
AUC - mean,0.96241
AUC - std,0.00150
Accuracy - mean,0.81093
Accuracy - std,0.00268
F1 score - mean,0.80598
F1 score - std,0.00267
Train time,0.170222
Test time,0.071502
Best Parameters,{'max_depth': 11}
Train energy,531185163.600000
Test energy,22735317.800000

Timestamp,2024-06-05 23:36:53.331664
Model Name,DecisionTree
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,3
Number of GPUs,
Log Loss - mean,0.31608
Log Loss - std,0.01341
AUC - mean,0.91036
AUC - std,0.00410
Accuracy - mean,0.85612
Accuracy - std,0.00491
F1 score - mean,0.85612
F1 score - std,0.00491
Train time,0.043346
Test time,0.014207
Best Parameters,{'max_depth': 8}
Train energy,34053001.200000
Test energy,2630767.200000

Timestamp,2024-06-05 23:36:59.526830
Model Name,DecisionTree
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,3
Number of GPUs,
MSE - mean,0.30325
MSE - std,0.01506
R2 - mean,0.77219
R2 - std,0.00949
Train time,0.868056
Test time,0.005604
Best Parameters,{'max_depth': 10}
Train energy,60619535.200000
Test energy,374230.000000

Timestamp,2024-06-05 23:38:02.517686
Model Name,DecisionTree
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,3
Number of GPUs,
Log Loss - mean,0.48528
Log Loss - std,0.00366
AUC - mean,0.96201
AUC - std,0.00092
Accuracy - mean,0.81177
Accuracy - std,0.00271
F1 score - mean,0.80658
F1 score - std,0.00293
Train time,0.172212
Test time,0.057395
Best Parameters,{'max_depth': 11}
Train energy,776804384.000000
Test energy,25551448.000000

Timestamp,2024-06-05 23:40:57.191723
Model Name,DecisionTree
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,4
Number of GPUs,
Log Loss - mean,0.31588
Log Loss - std,0.01333
AUC - mean,0.91026
AUC - std,0.00405
Accuracy - mean,0.85688
Accuracy - std,0.00512
F1 score - mean,0.85688
F1 score - std,0.00512
Train time,0.055342
Test time,0.017552
Best Parameters,{'max_depth': 8}
Train energy,32235134.600000
Test energy,2856194.200000

Timestamp,2024-06-05 23:41:01.641448
Model Name,DecisionTree
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,4
Number of GPUs,
MSE - mean,0.30552
MSE - std,0.01374
R2 - mean,0.77037
R2 - std,0.01096
Train time,0.012210
Test time,0.004695
Best Parameters,{'max_depth': 10}
Train energy,38191931.000000
Test energy,812034.200000

Timestamp,2024-06-05 23:41:53.923088
Model Name,DecisionTree
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,4
Number of GPUs,
Log Loss - mean,0.48445
Log Loss - std,0.00426
AUC - mean,0.96241
AUC - std,0.00106
Accuracy - mean,0.81211
Accuracy - std,0.00223
F1 score - mean,0.80713
F1 score - std,0.00242
Train time,0.166239
Test time,0.059442
Best Parameters,{'max_depth': 11}
Train energy,651030816.000000
Test energy,21928825.800000

Timestamp,2024-06-05 23:45:40.103723
Model Name,XGBoost
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,6
Number of GPUs,
Log Loss - mean,0.49846
Log Loss - std,0.00107
AUC - mean,0.88848
AUC - std,0.00497
Accuracy - mean,0.75919
Accuracy - std,0.00005
F1 score - mean,0.75919
F1 score - std,0.00005
Train time,0.188453
Test time,0.031705
Best Parameters,"{'max_depth': 5, 'lambda': 0.354, 'alpha': 0.132, 'eta': 0.054, 'verbosity': 1, 'nthread': 6, 'objective': 'binary:logistic', 'eval_metric': 'auc'}"
Train energy,2924821.400000
Test energy,399181.200000

Timestamp,2024-06-05 23:45:40.136665
Model Name,LightGBM
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,6
Number of GPUs,
Log Loss - mean,0.52383
Log Loss - std,0.00407
AUC - mean,0.89814
AUC - std,0.00399
Accuracy - mean,0.75919
Accuracy - std,0.00005
F1 score - mean,0.75919
F1 score - std,0.00005
Train time,0.205684
Test time,0.027312
